pmid,pmcid,title,figure_id,figure_title,figure_url,node_annotation,node_prediction,node_type,result
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,senescence-associated β-galactosidase,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,p14arf,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,mammalian target of rapamycin,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,cyclic gmp-amp synthase,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,reactive oxygen species,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,senescence-associated heterochromatic foci,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,oncogene-induced senescence,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,urokinase-type plasminogen activator receptor,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,cytosolic chromatin fragments,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,scs,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,ois,,False Positive
34756162,PMC8580479,The right time for senescence,fig1,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,,ipsc,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,tumour suppression,tumour suppression,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,vascularization,vascularization,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,tissue dysfunction,tissue dysfunction,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,clearance regulation,clearance regulation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,inflammation,inflammation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,tissue patterning,tissue patterning,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,regeneration,regeneration,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,pro-fibrotic,pro-fibrotic,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,immune modulation,immune modulation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,chronic inflammation,chronic inflammation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,sasp,sasp,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,cell proliferation,cell proliferation,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,tumour progression,tumour progression,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,pro-inflammatory,pro-inflammatory,PROCESS,True Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,stem cell exhaustion,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,sc accumulation,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,anti-fibrotic,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,repair,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,matrix remodeling,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,age related diseases,,DISEASE,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,mitogenic signals,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,development,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,cell differentiation,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,anti-inflammatory,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,cell plasticity,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,sc clearance,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,transient sasp,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,persistent sasp,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,cell migration,,PROCESS,False Negative
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,plasticity,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,stem cell progenitor pools,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,invasiveness,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,senescence programme,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,matrix remodelling,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,mitogenic signalling,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,tumour growth,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,aging-related diseases,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,differentiation,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,migration,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,tissue repair,,False Positive
34756162,PMC8580479,The right time for senescence,fig2,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,,scs,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ets2,ets2,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,mbp1,mbp1,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p21,p21,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,gata4,gata4,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,bmi1,bmi1,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,c/ebpβ,c/ebpβ,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,chemical agents,chemical agents,COMPOUND,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p53,p53,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,erk,erk,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p300,p300,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,dream complex,dream complex,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,foxo3,foxo3,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ros,ros,COMPOUND,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p16,p16,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,nemo,nemo,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ikk,ikk,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,autophagy,autophagy,PROCESS,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,nad+,nad+,COMPOUND,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,α-klotho,α-klotho,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,dna damage,dna damage,PROCESS,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,cgas,cgas,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,cell-cycle genes,cell-cycle genes,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,radiation,radiation,PROCESS,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,sting,sting,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,arf,arf,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,atm,atm,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,sirtuin 1,sirtuin 1,MOLECULE,True Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,tgf-β,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,atm/atr,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,short telomeres,,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,proliferative exhaustion,,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,il-1α,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,cdks-cyclins,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,cdk4/6-cyclind,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,rb-e2f complex,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,carcinogen,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,il-6,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,impaired mitophagy,,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,cytoplasmic dna,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,"nemo, ikk, nf-kb",,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,nf-kb,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,excessive calorie intake,,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p38mapk,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,p90,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,accumulation of damaged mitochondria,,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,mdm2,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,ras,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,akt,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,proinflammatory cytokines,,PROCESS,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,mtor,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,chik1/chk2,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,il-8,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,oncogene,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,tumour suppressor gene,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,cxcl1,,MOLECULE,False Negative
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,early 2 factor,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,mechanical damage,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,forkhead box protein o3,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,mitophagy,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,heat shock,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,ac,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,extracellular regulated protein kinases,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,sasp,,False Positive
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,,cdk4/6–cyclin d complexes,,False Positive
