pmid,pmcid,title,figure_id,figure_label,figure_title,figure_url,figure_depiction,source_description_in_figure,lv2_source,source_type,target_description_in_figure,lv2_target,target_type,direction
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,PAI-1,http://purl.obolibrary.org/obo/PR_P05121,molecule,Autocrine senescence,http://purl.obolibrary.org/obo/GO_0035425,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,Paracrine senescence,http://purl.obolibrary.org/obo/GO_0038001,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,IFN-γ,http://purl.obolibrary.org/obo/PR_P01579,molecule,Paracrine senescence,http://purl.obolibrary.org/obo/GO_0038001,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,TGF-β,http://purl.obolibrary.org/obo/PR_P01137,molecule,Paracrine senescence,http://purl.obolibrary.org/obo/GO_0038001,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,IL-1α,http://purl.obolibrary.org/obo/PR_P01583,molecule,Paracrine senescence,http://purl.obolibrary.org/obo/GO_0038001,process,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,CCFs,http://purl.bioontology.org/ontology/HOIP/HOIP_0060832,molecule,cGAS,http://purl.obolibrary.org/obo/PR_Q8N884,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,cGAS,http://purl.obolibrary.org/obo/PR_Q8N884,molecule,STING,http://purl.obolibrary.org/obo/PR_Q9H5V9,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,LaminB1,http://purl.obolibrary.org/obo/PR_P20700,molecule,CCFs,http://purl.bioontology.org/ontology/HOIP/HOIP_0060832,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,VEGF,http://purl.obolibrary.org/obo/PR_P15692,molecule,CCL20,http://purl.obolibrary.org/obo/PR_P78556,molecule,
34756162,PMC8580479,The right time for senescence,fig1,Figure 1.,The hallmark features of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig1.jpg,CCL2,http://purl.obolibrary.org/obo/PR_P13500,molecule,CCL20,http://purl.obolibrary.org/obo/PR_P78556,molecule,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Matrix Remodeling,http://purl.obolibrary.org/obo/GO_0030198,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Mitogenic Signals,http://purl.obolibrary.org/obo/GO_0000165,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Clearance Regulation,http://purl.bioontology.org/ontology/HOIP/HOIP_0060838,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Inflammation,http://purl.obolibrary.org/obo/GO_0006954,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Immune Modulation,http://purl.obolibrary.org/obo/GO_0050776,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Cell Proliferation,http://purl.obolibrary.org/obo/GO_0008283,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Cell Migration,http://purl.obolibrary.org/obo/GO_0016477,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Cell Differentiation,http://purl.obolibrary.org/obo/GO_0030154,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Cell Plasticity,http://purl.bioontology.org/ontology/HOIP/HOIP_0060836,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Persistent SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Pro-fibrotic,http://purl.obolibrary.org/obo/MPATH_181,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Persistent SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Pro-Inflammatory,http://purl.obolibrary.org/obo/GO_0050729,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Persistent SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,SC Accumulation,http://purl.bioontology.org/ontology/HOIP/HOIP_0060125,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Persistent SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Stem Cell Exhaustion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060095,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Persistent SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Tissue Dysfunction,http://purl.bioontology.org/ontology/HOIP/HOIP_0039037,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,transient SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Anti-fibrotic,http://purl.obolibrary.org/obo/MPATH_181,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,transient SASP,http://purl.bioontology.org/ontology/HOIP/HOIP_0060819,process,Anti-Inflammatory,http://purl.obolibrary.org/obo/GO_0050728,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SC clearance,http://purl.bioontology.org/ontology/HOIP/HOIP_0060246,process,Repair,http://purl.bioontology.org/ontology/HOIP/HOIP_0060170,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,SC clearance,http://purl.bioontology.org/ontology/HOIP/HOIP_0060246,process,Regeneration,http://purl.obolibrary.org/obo/GO_0042246,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Tissue Patterning,http://purl.obolibrary.org/obo/GO_0007389,process,Development,http://purl.obolibrary.org/obo/GO_0032502,process,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Chronic Inflammation,http://purl.obolibrary.org/obo/GO_0006954,process,Age related diseases,http://purl.bioontology.org/ontology/HOIP/HOIP_0060002,disease,
34756162,PMC8580479,The right time for senescence,fig2,Figure 2.,A time-gated model for the senescence-associated secretory phenotype (SASP)-mediated biological activities of cellular senescence.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/figure/fig2/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8580479/bin/elife-72449-fig2.jpg,Tumour Suppression,http://purl.bioontology.org/ontology/HOIP/HOIP_0060841,process,Tumour Progression,http://purl.obolibrary.org/obo/NCIT_C17609,process,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Radiation,http://purl.obolibrary.org/obo/ENVO_01001023,process,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Chemical agents,http://purl.obolibrary.org/obo/CHEBI_59999,compound,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,p38MAPK,http://purl.obolibrary.org/obo/PR_000003106,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,p38MAPK,http://purl.obolibrary.org/obo/PR_000003106,molecule,ETS2,http://purl.obolibrary.org/obo/PR_P15036,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,ETS2,http://purl.obolibrary.org/obo/PR_P15036,molecule,p16,http://purl.obolibrary.org/obo/PR_000030011,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Impaired mitophagy,http://purl.bioontology.org/ontology/HOIP/HOIP_0060848,process,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,ROS,http://purl.obolibrary.org/obo/CHEBI_26523,compound,Accumulation of damaged mitochondria,http://purl.bioontology.org/ontology/HOIP/HOIP_0060849,process,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,ERK,http://purl.obolibrary.org/obo/PR_P28482,molecule,BMI1,http://purl.obolibrary.org/obo/PR_P35226,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,NAD+,http://purl.obolibrary.org/obo/CHEBI_15846,compound,Sirtuin 1,http://purl.obolibrary.org/obo/PR_Q96EB6,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,CDK4/6-cyclinD,http://purl.obolibrary.org/obo/GO_0097128,molecule,Rb-E2F complex,http://purl.obolibrary.org/obo/GO_0035189,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,DNA damage,http://purl.obolibrary.org/obo/NCIT_C16507,process,Cell-cycle genes,http://purl.bioontology.org/ontology/HOIP/HOIP_0060858,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Tumour suppressor gene,http://purl.bioontology.org/ontology/HOIP/HOIP_0060872,molecule,AKT,http://purl.obolibrary.org/obo/PR_P31749,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,AKT,http://purl.obolibrary.org/obo/PR_P31749,molecule,mTOR,http://purl.obolibrary.org/obo/PR_P42345,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,mTOR,http://purl.obolibrary.org/obo/PR_P42345,molecule,p53,http://purl.obolibrary.org/obo/PR_P04637,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Oncogene,http://purl.obolibrary.org/obo/NCIT_C16936,molecule,ARF,http://purl.obolibrary.org/obo/PR_Q8N726,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,RAS,http://purl.obolibrary.org/obo/PR_P01116,molecule,c/EBPβ,http://purl.obolibrary.org/obo/PR_P17676,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,RAS,http://purl.obolibrary.org/obo/PR_P01116,molecule,p90,http://purl.obolibrary.org/obo/PR_Q15418,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,CDKs-cyclins,http://purl.obolibrary.org/obo/GO_0000307,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,DREAM complex,http://purl.bioontology.org/ontology/HOIP/HOIP_0060860,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,MDM2,http://purl.obolibrary.org/obo/PR_Q00987,molecule,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,α-Klotho,http://purl.obolibrary.org/obo/PR_Q9UEF7,molecule,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,MBP1,http://purl.obolibrary.org/obo/PR_P11226,molecule,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,p300,http://purl.obolibrary.org/obo/PR_Q09472,molecule,p21,http://purl.obolibrary.org/obo/PR_P38936,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Short telomeres,http://purl.bioontology.org/ontology/HOIP/HOIP_0060049,process,Proliferative exhaustion,http://purl.bioontology.org/ontology/HOIP/HOIP_0060874,process,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,ATM,http://purl.obolibrary.org/obo/PR_Q13315,molecule,NF-kB,http://purl.obolibrary.org/obo/GO_0035525,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,NEMO,http://purl.obolibrary.org/obo/PR_Q9Y6K9,molecule,ATM,http://purl.obolibrary.org/obo/PR_Q13315,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,TGF-β,http://purl.obolibrary.org/obo/PR_P01137,molecule,NF-kB,http://purl.obolibrary.org/obo/GO_0035525,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,Cytoplasmic DNA,http://purl.bioontology.org/ontology/HOIP/HOIP_0060879,molecule,NF-kB,http://purl.obolibrary.org/obo/GO_0035525,molecule,
35922662,PMC9362342,"Cellular senescence: the good, the bad and the unknown",Fig1,Fig. 1,Mechanisms of cellular senescence and the SASP.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/figure/Fig1/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9362342/bin/41581_2022_601_Fig1_HTML.jpg,cGAS,http://purl.obolibrary.org/obo/PR_Q8N884,molecule,STING,http://purl.obolibrary.org/obo/PR_Q9H5V9,molecule,
